No,Time (s),Temperature (C),Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z
168,153365.86,30.5,-0.0021305289,-0.0085221156,-0.0053263223,-0.019154297,0.076617189,-10.056006,-0.37349999,-1.599,1.65
169,153365.86,30.5,-0.0053263223,-0.0063915867,-0.0042610578,-0.10534863,0.019154297,-10.056006,-0.37349999,-1.599,1.65
170,153365.86,30.5,-0.0063915867,-0.0010652645,-0.0010652645,-0.047885742,-0.0095771486,-10.07516,-0.37349999,-1.599,1.65
171,153365.86,30.5,-0.0042610578,0.0031957934,0.0063915867,-0.0095771486,0.0095771486,-10.113469,-0.37799999,-1.5975,1.6485
172,153365.86,30.5,-0.0021305289,0.0085221156,0.0053263223,-0.095771484,0.047885742,-10.084738,-0.37799999,-1.5975,1.6485
173,153365.87,30.5,0.0021305289,0.012783173,-0.0010652645,-0.095771484,0.047885742,-10.084738,-0.37799999,-1.5975,1.6485
174,153365.87,30.5,0.0021305289,0.010652645,-0.010652645,-0.038308594,0.047885742,-10.027274,-0.37799999,-1.5975,1.6485
175,153365.87,30.5,-0.0010652645,0.0042610578,-0.010652645,-0.067040041,0.038308594,-10.07516,-0.37799999,-1.5975,1.6485
176,153365.87,30.5,-0.0010652645,0,-0.010652645,-0.095771484,0,-10.07516,-0.37799999,-1.5975,1.6485
177,153365.87,30.5,0.0010652645,-0.0042610578,-0.0053263223,-0.095771484,0,-10.07516,-0.37799999,-1.5975,1.6485
178,153365.87,30.5,0.0021305289,-0.0074568512,-0.0021305289,-0.067040041,0.028731447,-9.9698114,-0.37799999,-1.5975,1.6485
179,153365.87,30.5,0,-0.010652645,0.0031957934,-0.047885742,-0.047885742,-10.07516,-0.37799999,-1.5975,1.6485
180,153365.87,30.5,-0.0053263223,-0.0095873801,0.0063915867,-0.10534863,0.076617189,-10.046429,-0.37799999,-1.5975,1.6485
181,153365.87,30.5,-0.0042610578,-0.0053263223,0.0085221156,-0.028731447,0.057462893,-10.027274,-0.37799999,-1.5975,1.65
182,153365.87,30.5,-0.0042610578,0.0021305289,-0.0031957934,-0.0095771486,-0.0095771486,-10.103891,-0.37799999,-1.5975,1.65
183,153365.88,30.5,-0.0042610578,0.0021305289,-0.0031957934,-0.067040041,0.057462893,-10.056006,-0.37799999,-1.5975,1.65
184,153365.88,30.5,-0.0010652645,0.0031957934,-0.011717909,-0.067040041,0.057462893,-10.056006,-0.37799999,-1.5975,1.65
185,153365.88,30.5,0.0021305289,0.0021305289,-0.010652645,-0.086194336,0.076617189,-10.113469,-0.37799999,-1.5975,1.65
186,153365.88,30.5,0.0010652645,0.0042610578,-0.0074568512,-0.086194336,0.076617189,-10.113469,-0.37799999,-1.5975,1.65
187,153365.88,30.5,-0.0010652645,0.0074568512,-0.0010652645,-0.086194336,0.057462893,-10.103891,-0.37799999,-1.5975,1.65
188,153365.88,30.5,-0.0010652645,0.0095873801,-0.0010652645,-0.067040041,0.028731447,-10.065583,-0.37799999,-1.5975,1.65
189,153365.88,30.5,-0.0010652645,0.0074568512,0,-0.076617189,-0.0095771486,-10.056006,-0.37799999,-1.5975,1.65
190,153365.88,30.5,-0.0021305289,0.0042610578,0,-0.038308594,0.047885742,-10.056006,-0.37799999,-1.5975,1.65
191,153365.88,30.5,-0.0010652645,0.0010652645,0.0031957934,-0.019154297,-0.019154297,-10.113469,-0.37650001,-1.5975,1.6485
192,153365.88,30.5,-0.0010652645,-0.0010652645,0.0021305289,-0.12450293,0,-10.123046,-0.37650001,-1.5975,1.6485
193,153365.89,30.5,0,0,0,-0.12450293,0,-10.123046,-0.37650001,-1.5975,1.6485
194,153365.89,30.5,-0.0010652645,0.0042610578,-0.0010652645,-0.028731447,0.057462893,-10.084738,-0.37650001,-1.5975,1.6485
195,153365.89,30.5,-0.0010652645,0.0042610578,-0.0010652645,-0.067040041,0.0095771486,-10.1422,-0.37650001,-1.5975,1.6485
196,153365.89,30.5,0.0010652645,0.0010652645,0.0021305289,-0.047885742,0.038308594,-10.084738,-0.37650001,-1.5975,1.6485
197,153365.89,30.5,0.0031957934,-0.0031957934,0.0031957934,-0.047885742,0.038308594,-10.084738,-0.37650001,-1.5975,1.6485
198,153365.89,30.5,-0.0010652645,-0.0042610578,-0.0021305289,-0.095771484,0.028731447,-10.199663,-0.37650001,-1.5975,1.6485
